scenario,i,j,attribute_i,attribute_j,pair_column,v,main_i,main_j,active
washi_tape,2,4,adhesive_strength,pattern_repeat_length,v_2_4,0.0,-30.0,0.0,False
washi_tape,2,5,adhesive_strength,opacity_percentage,v_2_5,0.0,-30.0,24.0,False
washi_tape,3,4,roll_length,pattern_repeat_length,v_3_4,-87.0,0.0,0.0,True
washi_tape,3,5,roll_length,opacity_percentage,v_3_5,0.0,0.0,24.0,False
washi_tape,4,5,pattern_repeat_length,opacity_percentage,v_4_5,0.0,0.0,24.0,False
dry_bag,1,2,capacity,waterproof_rating,v_1_2,0.0,0.0,-43.0,False
dry_bag,1,3,capacity,weight,v_1_3,0.0,0.0,-50.0,False
dry_bag,1,4,capacity,compression_ratio,v_1_4,-71.0,0.0,0.0,True
dry_bag,1,5,capacity,strap_length,v_1_5,0.0,0.0,40.0,False
dry_bag,2,3,waterproof_rating,weight,v_2_3,0.0,-43.0,-50.0,False
dry_bag,2,4,waterproof_rating,compression_ratio,v_2_4,0.0,-43.0,0.0,False
dry_bag,2,5,waterproof_rating,strap_length,v_2_5,0.0,-43.0,40.0,False
dry_bag,3,4,weight,compression_ratio,v_3_4,0.0,-50.0,0.0,False
dry_bag,3,5,weight,strap_length,v_3_5,0.0,-50.0,40.0,False
dry_bag,4,5,compression_ratio,strap_length,v_4_5,0.0,0.0,40.0,False
hair_dryer,1,2,power_output,cord_length,v_1_2,0.0,-45.0,10.0,False
hair_dryer,1,3,power_output,weight,v_1_3,0.0,-45.0,50.0,False
hair_dryer,1,4,power_output,noise_level,v_1_4,0.0,-45.0,0.0,False
hair_dryer,1,5,power_output,heat_settings,v_1_5,0.0,-45.0,0.0,False
hair_dryer,2,3,cord_length,weight,v_2_3,0.0,10.0,50.0,False
hair_dryer,2,4,cord_length,noise_level,v_2_4,0.0,10.0,0.0,False
hair_dryer,2,5,cord_length,heat_settings,v_2_5,0.0,10.0,0.0,False
hair_dryer,3,4,weight,noise_level,v_3_4,0.0,50.0,0.0,False
hair_dryer,3,5,weight,heat_settings,v_3_5,0.0,50.0,0.0,False
hair_dryer,4,5,noise_level,heat_settings,v_4_5,-67.0,0.0,0.0,True
balance_board,1,2,platform_diameter,max_tilt_angle,v_1_2,0.0,0.0,-26.0,False
balance_board,1,3,platform_diameter,grip_surface_area,v_1_3,-68.0,0.0,0.0,True
balance_board,1,4,platform_diameter,weight_capacity,v_1_4,0.0,0.0,-48.0,False
balance_board,1,5,platform_diameter,platform_thickness,v_1_5,0.0,0.0,50.0,False
balance_board,2,3,max_tilt_angle,grip_surface_area,v_2_3,0.0,-26.0,0.0,False
balance_board,2,4,max_tilt_angle,weight_capacity,v_2_4,0.0,-26.0,-48.0,False
balance_board,2,5,max_tilt_angle,platform_thickness,v_2_5,0.0,-26.0,50.0,False
balance_board,3,4,grip_surface_area,weight_capacity,v_3_4,0.0,0.0,-48.0,False
balance_board,3,5,grip_surface_area,platform_thickness,v_3_5,0.0,0.0,50.0,False
balance_board,4,5,weight_capacity,platform_thickness,v_4_5,0.0,-48.0,50.0,False
hoodie,1,2,fabric_weight,cotton_percentage,v_1_2,-65.0,0.0,0.0,True
hoodie,1,3,fabric_weight,pocket_size,v_1_3,0.0,0.0,-42.0,False
hoodie,1,4,fabric_weight,sleeve_length,v_1_4,0.0,0.0,-40.0,False
hoodie,1,5,fabric_weight,hood_size,v_1_5,0.0,0.0,40.0,False
hoodie,2,3,cotton_percentage,pocket_size,v_2_3,0.0,0.0,-42.0,False
hoodie,2,4,cotton_percentage,sleeve_length,v_2_4,0.0,0.0,-40.0,False
hoodie,2,5,cotton_percentage,hood_size,v_2_5,0.0,0.0,40.0,False
hoodie,3,4,pocket_size,sleeve_length,v_3_4,0.0,-42.0,-40.0,False
hoodie,3,5,pocket_size,hood_size,v_3_5,0.0,-42.0,40.0,False
hoodie,4,5,sleeve_length,hood_size,v_4_5,0.0,-40.0,40.0,False
loan,1,2,interest_rate,loan_term,v_1_2,0.0,0.0,13.0,False
loan,1,3,interest_rate,funding_speed,v_1_3,0.0,0.0,-50.0,False
loan,1,4,interest_rate,payment_flexibility,v_1_4,-77.0,0.0,0.0,True
loan,1,5,interest_rate,early_payoff_penalty,v_1_5,0.0,0.0,27.0,False
loan,2,3,loan_term,funding_speed,v_2_3,0.0,13.0,-50.0,False
loan,2,4,loan_term,payment_flexibility,v_2_4,0.0,13.0,0.0,False
loan,2,5,loan_term,early_payoff_penalty,v_2_5,0.0,13.0,27.0,False
loan,3,4,funding_speed,payment_flexibility,v_3_4,0.0,-50.0,0.0,False
loan,3,5,funding_speed,early_payoff_penalty,v_3_5,0.0,-50.0,27.0,False
loan,4,5,payment_flexibility,early_payoff_penalty,v_4_5,0.0,0.0,27.0,False
mold_test,1,2,types_detected,lab_processing_time,v_1_2,0.0,44.0,0.0,False
mold_test,1,3,types_detected,sample_area_coverage,v_1_3,0.0,44.0,0.0,False
mold_test,1,4,types_detected,detection_sensitivity,v_1_4,0.0,44.0,44.0,False
mold_test,1,5,types_detected,number_of_samples,v_1_5,0.0,44.0,-22.0,False
mold_test,2,3,lab_processing_time,sample_area_coverage,v_2_3,70.0,0.0,0.0,True
mold_test,2,4,lab_processing_time,detection_sensitivity,v_2_4,0.0,0.0,44.0,False
mold_test,2,5,lab_processing_time,number_of_samples,v_2_5,0.0,0.0,-22.0,False
mold_test,3,4,sample_area_coverage,detection_sensitivity,v_3_4,0.0,0.0,44.0,False
mold_test,3,5,sample_area_coverage,number_of_samples,v_3_5,0.0,0.0,-22.0,False
mold_test,4,5,detection_sensitivity,number_of_samples,v_4_5,0.0,44.0,-22.0,False
boxing_gloves,1,2,padding_density,wrist_support_length,v_1_2,0.0,-41.0,0.0,False
boxing_gloves,1,3,padding_density,ventilation_rating,v_1_3,0.0,-41.0,0.0,False
boxing_gloves,1,4,padding_density,impact_absorption,v_1_4,0.0,-41.0,-50.0,False
boxing_gloves,1,5,padding_density,flexibility_rating,v_1_5,0.0,-41.0,50.0,False
boxing_gloves,2,3,wrist_support_length,ventilation_rating,v_2_3,78.0,0.0,0.0,True
boxing_gloves,2,4,wrist_support_length,impact_absorption,v_2_4,0.0,0.0,-50.0,False
boxing_gloves,2,5,wrist_support_length,flexibility_rating,v_2_5,0.0,0.0,50.0,False
boxing_gloves,3,4,ventilation_rating,impact_absorption,v_3_4,0.0,0.0,-50.0,False
boxing_gloves,3,5,ventilation_rating,flexibility_rating,v_3_5,0.0,0.0,50.0,False
boxing_gloves,4,5,impact_absorption,flexibility_rating,v_4_5,0.0,-50.0,50.0,False
citrus_juicer,1,2,juice_yield,pulp_filtration,v_1_2,0.0,-12.0,-12.0,False
citrus_juicer,1,3,juice_yield,max_fruit_diameter,v_1_3,0.0,-12.0,0.0,False
citrus_juicer,1,4,juice_yield,stability_rating,v_1_4,0.0,-12.0,0.0,False
citrus_juicer,1,5,juice_yield,ease_of_cleaning,v_1_5,0.0,-12.0,12.0,False
citrus_juicer,2,3,pulp_filtration,max_fruit_diameter,v_2_3,0.0,-12.0,0.0,False
citrus_juicer,2,4,pulp_filtration,stability_rating,v_2_4,0.0,-12.0,0.0,False
citrus_juicer,2,5,pulp_filtration,ease_of_cleaning,v_2_5,0.0,-12.0,12.0,False
citrus_juicer,3,4,max_fruit_diameter,stability_rating,v_3_4,-66.0,0.0,0.0,True
citrus_juicer,3,5,max_fruit_diameter,ease_of_cleaning,v_3_5,0.0,0.0,12.0,False
citrus_juicer,4,5,stability_rating,ease_of_cleaning,v_4_5,0.0,0.0,12.0,False
stopwatch,1,2,display_size,memory_capacity,v_1_2,0.0,-30.0,0.0,False
stopwatch,1,3,display_size,battery_life,v_1_3,0.0,-30.0,50.0,False
stopwatch,1,4,display_size,water_resistance,v_1_4,0.0,-30.0,0.0,False
stopwatch,1,5,display_size,weight,v_1_5,0.0,-30.0,20.0,False
stopwatch,2,3,memory_capacity,battery_life,v_2_3,0.0,0.0,50.0,False
stopwatch,2,4,memory_capacity,water_resistance,v_2_4,61.0,0.0,0.0,True
stopwatch,2,5,memory_capacity,weight,v_2_5,0.0,0.0,20.0,False
stopwatch,3,4,battery_life,water_resistance,v_3_4,0.0,50.0,0.0,False
stopwatch,3,5,battery_life,weight,v_3_5,0.0,50.0,20.0,False
stopwatch,4,5,water_resistance,weight,v_4_5,0.0,0.0,20.0,False
fins,1,2,blade_length,thrust_power,v_1_2,0.0,5.0,-23.0,False
fins,1,3,blade_length,flexibility_rating,v_1_3,0.0,5.0,0.0,False
fins,1,4,blade_length,energy_efficiency,v_1_4,0.0,5.0,0.0,False
fins,1,5,blade_length,ventilation_area,v_1_5,0.0,5.0,-26.0,False
fins,2,3,thrust_power,flexibility_rating,v_2_3,0.0,-23.0,0.0,False
fins,2,4,thrust_power,energy_efficiency,v_2_4,0.0,-23.0,0.0,False
fins,2,5,thrust_power,ventilation_area,v_2_5,0.0,-23.0,-26.0,False
fins,3,4,flexibility_rating,energy_efficiency,v_3_4,-91.0,0.0,0.0,True
fins,3,5,flexibility_rating,ventilation_area,v_3_5,0.0,0.0,-26.0,False
fins,4,5,energy_efficiency,ventilation_area,v_4_5,0.0,0.0,-26.0,False
lip_scrub,1,2,exfoliant_particle_size,moisturizing_duration,v_1_2,0.0,0.0,-18.0,False
lip_scrub,1,3,exfoliant_particle_size,scrub_intensity,v_1_3,0.0,0.0,-29.0,False
lip_scrub,1,4,exfoliant_particle_size,product_longevity,v_1_4,100.0,0.0,0.0,True
lip_scrub,1,5,exfoliant_particle_size,absorption_time,v_1_5,0.0,0.0,-49.0,False
lip_scrub,2,3,moisturizing_duration,scrub_intensity,v_2_3,0.0,-18.0,-29.0,False
lip_scrub,2,4,moisturizing_duration,product_longevity,v_2_4,0.0,-18.0,0.0,False
lip_scrub,2,5,moisturizing_duration,absorption_time,v_2_5,0.0,-18.0,-49.0,False
lip_scrub,3,4,scrub_intensity,product_longevity,v_3_4,0.0,-29.0,0.0,False
lip_scrub,3,5,scrub_intensity,absorption_time,v_3_5,0.0,-29.0,-49.0,False
lip_scrub,4,5,product_longevity,absorption_time,v_4_5,0.0,0.0,-49.0,False
hoe,1,2,handle_length,blade_width,v_1_2,0.0,44.0,50.0,False
hoe,1,3,handle_length,handle_grip_comfort,v_1_3,0.0,44.0,-25.0,False
hoe,1,4,handle_length,tool_weight,v_1_4,0.0,44.0,0.0,False
hoe,1,5,handle_length,durability,v_1_5,0.0,44.0,0.0,False
hoe,2,3,blade_width,handle_grip_comfort,v_2_3,0.0,50.0,-25.0,False
hoe,2,4,blade_width,tool_weight,v_2_4,0.0,50.0,0.0,False
hoe,2,5,blade_width,durability,v_2_5,0.0,50.0,0.0,False
hoe,3,4,handle_grip_comfort,tool_weight,v_3_4,0.0,-25.0,0.0,False
hoe,3,5,handle_grip_comfort,durability,v_3_5,0.0,-25.0,0.0,False
hoe,4,5,tool_weight,durability,v_4_5,-65.0,0.0,0.0,True
pilates_ring,1,2,ring_diameter,resistance_level,v_1_2,0.0,0.0,42.0,False
pilates_ring,1,3,ring_diameter,padding_thickness,v_1_3,-90.0,0.0,0.0,True
pilates_ring,1,4,ring_diameter,grip_quality,v_1_4,0.0,0.0,-32.0,False
pilates_ring,1,5,ring_diameter,flexibility_rating,v_1_5,0.0,0.0,50.0,False
pilates_ring,2,3,resistance_level,padding_thickness,v_2_3,0.0,42.0,0.0,False
pilates_ring,2,4,resistance_level,grip_quality,v_2_4,0.0,42.0,-32.0,False
pilates_ring,2,5,resistance_level,flexibility_rating,v_2_5,0.0,42.0,50.0,False
pilates_ring,3,4,padding_thickness,grip_quality,v_3_4,0.0,0.0,-32.0,False
pilates_ring,3,5,padding_thickness,flexibility_rating,v_3_5,0.0,0.0,50.0,False
pilates_ring,4,5,grip_quality,flexibility_rating,v_4_5,0.0,-32.0,50.0,False
oven,1,2,capacity,max_temperature,v_1_2,0.0,0.0,26.0,False
oven,1,3,capacity,preheat_time,v_1_3,54.0,0.0,0.0,True
oven,1,4,capacity,rack_positions,v_1_4,0.0,0.0,-3.0,False
oven,1,5,capacity,self_clean_duration,v_1_5,0.0,0.0,36.0,False
oven,2,3,max_temperature,preheat_time,v_2_3,0.0,26.0,0.0,False
oven,2,4,max_temperature,rack_positions,v_2_4,0.0,26.0,-3.0,False
oven,2,5,max_temperature,self_clean_duration,v_2_5,0.0,26.0,36.0,False
oven,3,4,preheat_time,rack_positions,v_3_4,0.0,0.0,-3.0,False
oven,3,5,preheat_time,self_clean_duration,v_3_5,0.0,0.0,36.0,False
oven,4,5,rack_positions,self_clean_duration,v_4_5,0.0,-3.0,36.0,False
sparkling_water,1,2,carbonation_level,mineral_content,v_1_2,0.0,2.0,0.0,False
sparkling_water,1,3,carbonation_level,bottle_size,v_1_3,0.0,2.0,-44.0,False
sparkling_water,1,4,carbonation_level,flavor_intensity,v_1_4,0.0,2.0,0.0,False
sparkling_water,1,5,carbonation_level,bubble_size,v_1_5,0.0,2.0,-50.0,False
sparkling_water,2,3,mineral_content,bottle_size,v_2_3,0.0,0.0,-44.0,False
sparkling_water,2,4,mineral_content,flavor_intensity,v_2_4,56.0,0.0,0.0,True
sparkling_water,2,5,mineral_content,bubble_size,v_2_5,0.0,0.0,-50.0,False
sparkling_water,3,4,bottle_size,flavor_intensity,v_3_4,0.0,-44.0,0.0,False
sparkling_water,3,5,bottle_size,bubble_size,v_3_5,0.0,-44.0,-50.0,False
sparkling_water,4,5,flavor_intensity,bubble_size,v_4_5,0.0,0.0,-50.0,False
gas_can,1,2,capacity,flow_rate,v_1_2,0.0,28.0,45.0,False
gas_can,1,3,capacity,durability_rating,v_1_3,0.0,28.0,0.0,False
gas_can,1,4,capacity,spout_length,v_1_4,0.0,28.0,-50.0,False
gas_can,1,5,capacity,empty_weight,v_1_5,0.0,28.0,0.0,False
gas_can,2,3,flow_rate,durability_rating,v_2_3,0.0,45.0,0.0,False
gas_can,2,4,flow_rate,spout_length,v_2_4,0.0,45.0,-50.0,False
gas_can,2,5,flow_rate,empty_weight,v_2_5,0.0,45.0,0.0,False
gas_can,3,4,durability_rating,spout_length,v_3_4,0.0,0.0,-50.0,False
gas_can,3,5,durability_rating,empty_weight,v_3_5,-99.0,0.0,0.0,True
gas_can,4,5,spout_length,empty_weight,v_4_5,0.0,-50.0,0.0,False
golf_cart,1,2,max_speed,battery_life,v_1_2,0.0,0.0,50.0,False
golf_cart,1,3,max_speed,seat_comfort,v_1_3,0.0,0.0,38.0,False
golf_cart,1,4,max_speed,storage_capacity,v_1_4,0.0,0.0,50.0,False
golf_cart,1,5,max_speed,turning_radius,v_1_5,-69.0,0.0,0.0,True
golf_cart,2,3,battery_life,seat_comfort,v_2_3,0.0,50.0,38.0,False
golf_cart,2,4,battery_life,storage_capacity,v_2_4,0.0,50.0,50.0,False
golf_cart,2,5,battery_life,turning_radius,v_2_5,0.0,50.0,0.0,False
golf_cart,3,4,seat_comfort,storage_capacity,v_3_4,0.0,38.0,50.0,False
golf_cart,3,5,seat_comfort,turning_radius,v_3_5,0.0,38.0,0.0,False
golf_cart,4,5,storage_capacity,turning_radius,v_4_5,0.0,50.0,0.0,False
tongs,1,2,grip_length,total_length,v_1_2,0.0,0.0,-50.0,False
tongs,1,3,grip_length,grip_cushioning,v_1_3,77.0,0.0,0.0,True
tongs,1,4,grip_length,spring_tension,v_1_4,0.0,0.0,24.0,False
tongs,1,5,grip_length,heat_resistance,v_1_5,0.0,0.0,-36.0,False
tongs,2,3,total_length,grip_cushioning,v_2_3,0.0,-50.0,0.0,False
tongs,2,4,total_length,spring_tension,v_2_4,0.0,-50.0,24.0,False
tongs,2,5,total_length,heat_resistance,v_2_5,0.0,-50.0,-36.0,False
tongs,3,4,grip_cushioning,spring_tension,v_3_4,0.0,0.0,24.0,False
tongs,3,5,grip_cushioning,heat_resistance,v_3_5,0.0,0.0,-36.0,False
tongs,4,5,spring_tension,heat_resistance,v_4_5,0.0,24.0,-36.0,False
sippy_cup,1,2,capacity,spout_size,v_1_2,0.0,7.0,0.0,False
sippy_cup,1,3,capacity,handle_length,v_1_3,0.0,7.0,50.0,False
sippy_cup,1,4,capacity,spill_resistance,v_1_4,0.0,7.0,0.0,False
sippy_cup,1,5,capacity,grip_texture,v_1_5,0.0,7.0,-15.0,False
sippy_cup,2,3,spout_size,handle_length,v_2_3,0.0,0.0,50.0,False
sippy_cup,2,4,spout_size,spill_resistance,v_2_4,-66.0,0.0,0.0,True
sippy_cup,2,5,spout_size,grip_texture,v_2_5,0.0,0.0,-15.0,False
sippy_cup,3,4,handle_length,spill_resistance,v_3_4,0.0,50.0,0.0,False
sippy_cup,3,5,handle_length,grip_texture,v_3_5,0.0,50.0,-15.0,False
sippy_cup,4,5,spill_resistance,grip_texture,v_4_5,0.0,0.0,-15.0,False
windshield_cover,1,2,water_resistance,insulation_rating,v_1_2,0.0,-2.0,0.0,False
windshield_cover,1,3,water_resistance,uv_protection,v_1_3,0.0,-2.0,45.0,False
windshield_cover,1,4,water_resistance,fold_compactness,v_1_4,0.0,-2.0,0.0,False
windshield_cover,1,5,water_resistance,wind_resistance,v_1_5,0.0,-2.0,-50.0,False
windshield_cover,2,3,insulation_rating,uv_protection,v_2_3,0.0,0.0,45.0,False
windshield_cover,2,4,insulation_rating,fold_compactness,v_2_4,-87.0,0.0,0.0,True
windshield_cover,2,5,insulation_rating,wind_resistance,v_2_5,0.0,0.0,-50.0,False
windshield_cover,3,4,uv_protection,fold_compactness,v_3_4,0.0,45.0,0.0,False
windshield_cover,3,5,uv_protection,wind_resistance,v_3_5,0.0,45.0,-50.0,False
windshield_cover,4,5,fold_compactness,wind_resistance,v_4_5,0.0,0.0,-50.0,False
console,1,2,storage_capacity,exclusive_games,v_1_2,0.0,-50.0,-32.0,False
console,1,3,storage_capacity,processing_power,v_1_3,0.0,-50.0,44.0,False
console,1,4,storage_capacity,online_players,v_1_4,0.0,-50.0,0.0,False
console,1,5,storage_capacity,warranty_length,v_1_5,0.0,-50.0,0.0,False
console,2,3,exclusive_games,processing_power,v_2_3,0.0,-32.0,44.0,False
console,2,4,exclusive_games,online_players,v_2_4,0.0,-32.0,0.0,False
console,2,5,exclusive_games,warranty_length,v_2_5,0.0,-32.0,0.0,False
console,3,4,processing_power,online_players,v_3_4,0.0,44.0,0.0,False
console,3,5,processing_power,warranty_length,v_3_5,0.0,44.0,0.0,False
console,4,5,online_players,warranty_length,v_4_5,-64.0,0.0,0.0,True
stapler,1,2,staple_capacity,max_sheet_capacity,v_1_2,0.0,0.0,-38.0,False
stapler,1,3,staple_capacity,grip_comfort,v_1_3,0.0,0.0,-22.0,False
stapler,1,4,staple_capacity,jam_resistance,v_1_4,0.0,0.0,46.0,False
stapler,1,5,staple_capacity,durability,v_1_5,-70.0,0.0,0.0,True
stapler,2,3,max_sheet_capacity,grip_comfort,v_2_3,0.0,-38.0,-22.0,False
stapler,2,4,max_sheet_capacity,jam_resistance,v_2_4,0.0,-38.0,46.0,False
stapler,2,5,max_sheet_capacity,durability,v_2_5,0.0,-38.0,0.0,False
stapler,3,4,grip_comfort,jam_resistance,v_3_4,0.0,-22.0,46.0,False
stapler,3,5,grip_comfort,durability,v_3_5,0.0,-22.0,0.0,False
stapler,4,5,jam_resistance,durability,v_4_5,0.0,46.0,0.0,False
jewelry_kit,1,2,tool_quantity,findings_quantity,v_1_2,0.0,-1.0,0.0,False
jewelry_kit,1,3,tool_quantity,storage_compartments,v_1_3,0.0,-1.0,0.0,False
jewelry_kit,1,4,tool_quantity,plier_grip_length,v_1_4,0.0,-1.0,-16.0,False
jewelry_kit,1,5,tool_quantity,organization_rating,v_1_5,0.0,-1.0,11.0,False
jewelry_kit,2,3,findings_quantity,storage_compartments,v_2_3,-53.0,0.0,0.0,True
jewelry_kit,2,4,findings_quantity,plier_grip_length,v_2_4,0.0,0.0,-16.0,False
jewelry_kit,2,5,findings_quantity,organization_rating,v_2_5,0.0,0.0,11.0,False
jewelry_kit,3,4,storage_compartments,plier_grip_length,v_3_4,0.0,0.0,-16.0,False
jewelry_kit,3,5,storage_compartments,organization_rating,v_3_5,0.0,0.0,11.0,False
jewelry_kit,4,5,plier_grip_length,organization_rating,v_4_5,0.0,-16.0,11.0,False
antenna,1,2,reception_range,number_of_channels_received,v_1_2,0.0,0.0,31.0,False
antenna,1,3,reception_range,signal_strength,v_1_3,0.0,0.0,17.0,False
antenna,1,4,reception_range,weather_resistance,v_1_4,0.0,0.0,-16.0,False
antenna,1,5,reception_range,size_compactness,v_1_5,69.0,0.0,0.0,True
antenna,2,3,number_of_channels_received,signal_strength,v_2_3,0.0,31.0,17.0,False
antenna,2,4,number_of_channels_received,weather_resistance,v_2_4,0.0,31.0,-16.0,False
antenna,2,5,number_of_channels_received,size_compactness,v_2_5,0.0,31.0,0.0,False
antenna,3,4,signal_strength,weather_resistance,v_3_4,0.0,17.0,-16.0,False
antenna,3,5,signal_strength,size_compactness,v_3_5,0.0,17.0,0.0,False
antenna,4,5,weather_resistance,size_compactness,v_4_5,0.0,-16.0,0.0,False
house,1,2,lot_size,square_footage,v_1_2,0.0,28.0,50.0,False
house,1,3,lot_size,age_of_house,v_1_3,0.0,28.0,-18.0,False
house,1,4,lot_size,distance_to_school,v_1_4,0.0,28.0,0.0,False
house,1,5,lot_size,energy_efficiency,v_1_5,0.0,28.0,0.0,False
house,2,3,square_footage,age_of_house,v_2_3,0.0,50.0,-18.0,False
house,2,4,square_footage,distance_to_school,v_2_4,0.0,50.0,0.0,False
house,2,5,square_footage,energy_efficiency,v_2_5,0.0,50.0,0.0,False
house,3,4,age_of_house,distance_to_school,v_3_4,0.0,-18.0,0.0,False
house,3,5,age_of_house,energy_efficiency,v_3_5,0.0,-18.0,0.0,False
house,4,5,distance_to_school,energy_efficiency,v_4_5,-57.0,0.0,0.0,True
electric_grill,1,2,cooking_surface_area,max_temperature,v_1_2,0.0,0.0,50.0,False
electric_grill,1,3,cooking_surface_area,heat_up_time,v_1_3,0.0,0.0,8.0,False
electric_grill,1,4,cooking_surface_area,power_rating,v_1_4,0.0,0.0,-35.0,False
electric_grill,1,5,cooking_surface_area,cord_length,v_1_5,-81.0,0.0,0.0,True
electric_grill,2,3,max_temperature,heat_up_time,v_2_3,0.0,50.0,8.0,False
electric_grill,2,4,max_temperature,power_rating,v_2_4,0.0,50.0,-35.0,False
electric_grill,2,5,max_temperature,cord_length,v_2_5,0.0,50.0,0.0,False
electric_grill,3,4,heat_up_time,power_rating,v_3_4,0.0,8.0,-35.0,False
electric_grill,3,5,heat_up_time,cord_length,v_3_5,0.0,8.0,0.0,False
electric_grill,4,5,power_rating,cord_length,v_4_5,0.0,-35.0,0.0,False
tea,1,2,caffeine_content,steeping_time,v_1_2,-66.0,0.0,0.0,True
tea,1,3,caffeine_content,antioxidant_level,v_1_3,0.0,0.0,-22.0,False
tea,1,4,caffeine_content,aroma_intensity,v_1_4,0.0,0.0,2.0,False
tea,1,5,caffeine_content,astringency,v_1_5,0.0,0.0,-50.0,False
tea,2,3,steeping_time,antioxidant_level,v_2_3,0.0,0.0,-22.0,False
tea,2,4,steeping_time,aroma_intensity,v_2_4,0.0,0.0,2.0,False
tea,2,5,steeping_time,astringency,v_2_5,0.0,0.0,-50.0,False
tea,3,4,antioxidant_level,aroma_intensity,v_3_4,0.0,-22.0,2.0,False
tea,3,5,antioxidant_level,astringency,v_3_5,0.0,-22.0,-50.0,False
tea,4,5,aroma_intensity,astringency,v_4_5,0.0,2.0,-50.0,False
lint_roller,1,2,sheet_count,roller_width,v_1_2,0.0,14.0,-26.0,False
lint_roller,1,3,sheet_count,adhesive_strength,v_1_3,0.0,14.0,45.0,False
lint_roller,1,4,sheet_count,handle_length,v_1_4,0.0,14.0,0.0,False
lint_roller,1,5,sheet_count,grip_comfort,v_1_5,0.0,14.0,0.0,False
lint_roller,2,3,roller_width,adhesive_strength,v_2_3,0.0,-26.0,45.0,False
lint_roller,2,4,roller_width,handle_length,v_2_4,0.0,-26.0,0.0,False
lint_roller,2,5,roller_width,grip_comfort,v_2_5,0.0,-26.0,0.0,False
lint_roller,3,4,adhesive_strength,handle_length,v_3_4,0.0,45.0,0.0,False
lint_roller,3,5,adhesive_strength,grip_comfort,v_3_5,0.0,45.0,0.0,False
lint_roller,4,5,handle_length,grip_comfort,v_4_5,-78.0,0.0,0.0,True
diaper_bag,1,2,storage_volume,number_of_pockets,v_1_2,0.0,40.0,0.0,False
diaper_bag,1,3,storage_volume,strap_length,v_1_3,0.0,40.0,40.0,False
diaper_bag,1,4,storage_volume,bag_weight,v_1_4,0.0,40.0,50.0,False
diaper_bag,1,5,storage_volume,water_resistance,v_1_5,0.0,40.0,0.0,False
diaper_bag,2,3,number_of_pockets,strap_length,v_2_3,0.0,0.0,40.0,False
diaper_bag,2,4,number_of_pockets,bag_weight,v_2_4,0.0,0.0,50.0,False
diaper_bag,2,5,number_of_pockets,water_resistance,v_2_5,-70.0,0.0,0.0,True
diaper_bag,3,4,strap_length,bag_weight,v_3_4,0.0,40.0,50.0,False
diaper_bag,3,5,strap_length,water_resistance,v_3_5,0.0,40.0,0.0,False
diaper_bag,4,5,bag_weight,water_resistance,v_4_5,0.0,50.0,0.0,False
sponges,1,2,durability,scrubbing_power,v_1_2,0.0,-10.0,22.0,False
sponges,1,3,durability,absorption_capacity,v_1_3,0.0,-10.0,0.0,False
sponges,1,4,durability,bacteria_resistance,v_1_4,0.0,-10.0,-50.0,False
sponges,1,5,durability,drying_speed,v_1_5,0.0,-10.0,0.0,False
sponges,2,3,scrubbing_power,absorption_capacity,v_2_3,0.0,22.0,0.0,False
sponges,2,4,scrubbing_power,bacteria_resistance,v_2_4,0.0,22.0,-50.0,False
sponges,2,5,scrubbing_power,drying_speed,v_2_5,0.0,22.0,0.0,False
sponges,3,4,absorption_capacity,bacteria_resistance,v_3_4,0.0,0.0,-50.0,False
sponges,3,5,absorption_capacity,drying_speed,v_3_5,57.0,0.0,0.0,True
sponges,4,5,bacteria_resistance,drying_speed,v_4_5,0.0,-50.0,0.0,False
popcorn,1,2,serving_size,fiber_content,v_1_2,0.0,18.0,-24.0,False
popcorn,1,3,serving_size,butter_content,v_1_3,0.0,18.0,0.0,False
popcorn,1,4,serving_size,sodium_content,v_1_4,0.0,18.0,6.0,False
popcorn,1,5,serving_size,calories_per_serving,v_1_5,0.0,18.0,0.0,False
popcorn,2,3,fiber_content,butter_content,v_2_3,0.0,-24.0,0.0,False
popcorn,2,4,fiber_content,sodium_content,v_2_4,0.0,-24.0,6.0,False
popcorn,2,5,fiber_content,calories_per_serving,v_2_5,0.0,-24.0,0.0,False
popcorn,3,4,butter_content,sodium_content,v_3_4,0.0,0.0,6.0,False
popcorn,3,5,butter_content,calories_per_serving,v_3_5,87.0,0.0,0.0,True
popcorn,4,5,sodium_content,calories_per_serving,v_4_5,0.0,6.0,0.0,False
recliner,1,2,recline_angle,seat_width,v_1_2,0.0,-50.0,0.0,False
recliner,1,3,recline_angle,cushion_thickness,v_1_3,0.0,-50.0,0.0,False
recliner,1,4,recline_angle,lumbar_support,v_1_4,0.0,-50.0,35.0,False
recliner,1,5,recline_angle,footrest_length,v_1_5,0.0,-50.0,-30.0,False
recliner,2,3,seat_width,cushion_thickness,v_2_3,-84.0,0.0,0.0,True
recliner,2,4,seat_width,lumbar_support,v_2_4,0.0,0.0,35.0,False
recliner,2,5,seat_width,footrest_length,v_2_5,0.0,0.0,-30.0,False
recliner,3,4,cushion_thickness,lumbar_support,v_3_4,0.0,0.0,35.0,False
recliner,3,5,cushion_thickness,footrest_length,v_3_5,0.0,0.0,-30.0,False
recliner,4,5,lumbar_support,footrest_length,v_4_5,0.0,35.0,-30.0,False
arrows,1,2,straightness,spine_stiffness,v_1_2,0.0,0.0,-28.0,False
